AGENCY_AREA,CATCHMENT,WATERBODY_TYPE_DESCRIPTION,WATER_BODY,SITE_ID,SITE_VERSION,NGR_PREFIX,EASTING,NORTHING,NGR_10_FIG,FULL_EASTING,FULL_NORTHING,WFD_WATERBODY_ID,ALKALINITY,BASE_DATA_DATE,MIN_SAMPLE_DATE,MAX_SAMPLE_DATE,COUNT_OF_SAMPLES,ECN_SITE_DIAT
NORTH EAST - YORKSHIRE,WHARFE,RIVER: Natural/semi-natural flowing fresh watercourse,WASHBURN,324,2,SE,23113,46457,SE2311346457,423113,446457,GB104027064020,39.8,01/01/1995,11/11/2013,08/10/2018,12,False
NORTH EAST - YORKSHIRE,WHARFE,RIVER: Natural/semi-natural flowing fresh watercourse,WHARFE,343,2,SE,03199,61076,SE0319961076,403199,461076,GB104027064253,129.6,01/01/1995,25/04/2014,24/09/2014,2,False
NORTH EAST - YORKSHIRE,WHARFE,RIVER: Natural/semi-natural flowing fresh watercourse,WHARFE,1328,2,SE,16500,47400,SE1650047400,416500,447400,GB104027064252,99.9,01/01/1995,30/04/2007,16/10/2007,2,False
NORTH WEST - NORTH,ALT,RIVER: Natural/semi-natural flowing fresh watercourse,ALT,144102,2,SJ,39433,96853,SJ3943396853,339433,396853,GB112069060590,138.0,04/10/2012,08/05/2009,29/09/2009,2,False
NORTH WEST - NORTH,ALT,RIVER: Natural/semi-natural flowing fresh watercourse,CUNSCOUGH BROOK,65532,2,SD,40386,03163,SD4038603163,340386,403163,GB112069060640,101.9,01/01/1995,08/05/2009,09/09/2014,6,False
NORTH WEST - NORTH,BELA,RIVER: Natural/semi-natural flowing fresh watercourse,QUICKSAND POOL,65419,2,SD,47708,73860,SD4770873860,347708,473860,GB112073071032,186.5,01/01/1995,10/05/2013,07/04/2015,3,False
NORTH WEST - NORTH,CALDER (CUMBRIA),RIVER: Natural/semi-natural flowing fresh watercourse,WORM GILL,67897,2,NY,06615,09041,NY0661509041,306615,509041,GB112074069740,7.6,01/01/1995,29/04/2013,30/10/2017,6,False
NORTH WEST - NORTH,CALDEW,RIVER: Natural/semi-natural flowing fresh watercourse,DALE BECK,156359,1,NY,30058,36271,NY3005836271,330058,536271,GB102076073740,,,01/06/2010,01/06/2010,1,False
NORTH WEST - NORTH,CRAKE,RIVER: Natural/semi-natural flowing fresh watercourse,ASHES BECK,160768,1,SD,33916,89589,SD3391689589,333916,489589,GB112073071320,23.6,29/11/2013,12/04/2013,24/10/2013,2,False
NORTH WEST - NORTH,CRAKE,RIVER: Natural/semi-natural flowing fresh watercourse,CHURCH BECK,65793,2,SD,30230,97528,SD3023097528,330230,497528,GB112073071210,13.1,01/01/1995,26/06/2009,14/09/2015,6,False
NORTH WEST - NORTH,CRAKE,RIVER: Natural/semi-natural flowing fresh watercourse,LOW WATER BECK,154257,1,SD,28420,98570,SD2842098570,328420,498570,GB112073071210,,,20/04/2009,08/02/2010,5,False
NORTH WEST - NORTH,DERWENT (CUMBRIA),RIVER: Natural/semi-natural flowing fresh watercourse,COLEDALE BECK,152456,2,NY,19970,21525,NY1997021525,319970,521525,GB112075070440,,,12/08/2008,12/08/2008,1,False
NORTH WEST - NORTH,DERWENT (CUMBRIA),RIVER: Natural/semi-natural flowing fresh watercourse,DERWENT (CUMBRIA),64523,2,NY,24900,24900,NY2490024900,324900,524900,,,,19/09/1996,19/09/1996,1,False
NORTH WEST - NORTH,DERWENT (CUMBRIA),RIVER: Natural/semi-natural flowing fresh watercourse,DERWENT (CUMBRIA),144768,2,NY,24912,24710,NY2491224710,324912,524710,GB112075073561,,,09/08/2006,09/08/2006,1,False
NORTH WEST - NORTH,DERWENT (CUMBRIA),RIVER: Natural/semi-natural flowing fresh watercourse,DUBWATH BECK,65157,2,NY,18067,30616,NY1806730616,318067,530616,GB112075070500,27.2,01/01/1995,02/04/2013,16/10/2014,4,False
NORTH WEST - NORTH,DERWENT (CUMBRIA),RIVER: Natural/semi-natural flowing fresh watercourse,GATEGILL BECK,157829,1,NY,32441,26223,NY3244126223,332441,526223,GB112075070460,,,01/09/2011,01/09/2011,1,False
NORTH WEST - NORTH,DERWENT (CUMBRIA),RIVER: Natural/semi-natural flowing fresh watercourse,HOLME BECK (DERWENT),191276,1,NY,12239,21745,NY1223921745,312239,521745,GB112075070360,,,15/11/2018,15/11/2018,1,False
NORTH WEST - NORTH,DERWENT (CUMBRIA),RIVER: Natural/semi-natural flowing fresh watercourse,NEWLANDS BECK,65698,2,NY,24082,23653,NY2408223653,324082,523653,GB112075070440,7.5,01/01/1995,28/04/2006,14/11/2013,4,False
NORTH WEST - NORTH,DERWENT (CUMBRIA),RIVER: Natural/semi-natural flowing fresh watercourse,TROUT BECK (DERWENT),64166,2,NY,38838,26934,NY3883826934,338838,526934,GB112075070450,32.8,01/01/1995,03/04/2007,18/09/2017,8,False
NORTH WEST - NORTH,DOUGLAS,RIVER: Natural/semi-natural flowing fresh watercourse,DOUGLAS,69430,2,SD,63619,12500,SD6361912500,363619,412500,GB112070064850,34.0,01/03/2013,06/01/2006,06/09/2018,15,False
NORTH WEST - NORTH,DOUGLAS,RIVER: Natural/semi-natural flowing fresh watercourse,ELLER BROOK (DOUGLAS),65623,2,SD,45398,11806,SD4539811806,345398,411806,GB112070064810,122.9,01/01/1995,22/04/2014,18/10/2017,4,False
NORTH WEST - NORTH,EAMONT,RIVER: Natural/semi-natural flowing fresh watercourse,FUSEDALE BECK,65298,2,NY,44325,19706,NY4432519706,344325,519706,GB102076071020,31.8,01/01/1995,14/05/2013,10/09/2014,4,False
NORTH WEST - NORTH,EAMONT,RIVER: Natural/semi-natural flowing fresh watercourse,GOLDRILL BECK,65280,2,NY,39528,16190,NY3952816190,339528,516190,GB102076070700,14.3,01/01/1995,07/05/2013,13/11/2013,2,False
NORTH WEST - NORTH,EAMONT,RIVER: Natural/semi-natural flowing fresh watercourse,RAMPSGILL BECK,65288,2,NY,42364,19684,NY4236419684,342364,519684,GB102076070560,22.5,01/01/1995,30/04/2013,14/10/2013,2,False
NORTH WEST - NORTH,EDEN (NW - NORTH),RIVER: Natural/semi-natural flowing fresh watercourse,CROGLIN WATER,64256,2,NY,53932,42837,NY5393242837,353932,542837,GB102076073830,69.9,01/01/1995,09/05/2007,29/09/2017,9,False
NORTH WEST - NORTH,EDEN (NW - NORTH),RIVER: Natural/semi-natural flowing fresh watercourse,EDEN (NW NORTH),68543,2,NY,67700,20900,NY6770020900,367700,520900,GB102076070880,,,05/01/1996,29/09/2006,3,False
NORTH WEST - NORTH,EDEN (NW - NORTH),RIVER: Natural/semi-natural flowing fresh watercourse,POW MAUGHAN BECK,151701,2,NY,46903,50936,NY4690350936,346903,550936,GB102076073910,,,03/08/2008,03/08/2008,1,False
NORTH WEST - NORTH,EDEN (NW - NORTH),RIVER: Natural/semi-natural flowing fresh watercourse,SKIRWITH BECK,148279,2,NY,61570,32590,NY6157032590,361570,532590,GB102076073800,,,12/10/2007,12/10/2007,1,False
NORTH WEST - NORTH,EDEN (NW - NORTH),RIVER: Natural/semi-natural flowing fresh watercourse,SWINDALE BECK (EDEN),151293,2,NY,52689,15018,NY5268915018,352689,515018,GB102076070670,,,17/10/2007,17/10/2007,1,False
NORTH WEST - NORTH,EDEN (NW - NORTH),RIVER: Natural/semi-natural flowing fresh watercourse,TROUT BECK (EDEN),148283,2,NY,68556,23449,NY6855623449,368556,523449,GB102076070860,,,01/05/2008,01/05/2008,1,False
NORTH WEST - NORTH,EEA/WINSTER/GILPIN,RIVER: Natural/semi-natural flowing fresh watercourse,GILPIN,67196,2,SD,45815,88877,SD4581588877,345815,488877,GB112073071350,75.8,01/01/1995,26/04/2013,11/10/2013,2,False
NORTH WEST - NORTH,EHEN,RIVER: Natural/semi-natural flowing fresh watercourse,EHEN,63997,2,NY,01281,13003,NY0128113003,301281,513003,GB112074069980,6.7,01/01/1995,16/10/2006,16/07/2013,5,False
NORTH WEST - NORTH,EHEN,RIVER: Natural/semi-natural flowing fresh watercourse,EHEN,64188,2,NY,03157,14425,NY0315714425,303157,514425,GB112074070010,6.7,01/01/2012,23/10/2007,12/10/2018,16,False
NORTH WEST - NORTH,EHEN,RIVER: Natural/semi-natural flowing fresh watercourse,KEEKLE,63584,2,NY,01200,13000,NY0120013000,301200,513000,GB112074069980,93.7,01/01/1995,16/10/2006,01/11/2017,6,False
NORTH WEST - NORTH,EHEN,RIVER: Natural/semi-natural flowing fresh watercourse,TRIBUTARY OF BLACK BECK (EHEN),145579,2,NY,01697,10304,NY0169710304,301697,510304,GB112074069980,,,12/09/2007,12/09/2007,1,False
NORTH WEST - NORTH,ESK (NW NORTH),RIVER: Natural/semi-natural flowing fresh watercourse,LATTERBARROW BECK,160798,1,SD,11332,94645,SD1133294645,311332,494645,GB112074069900,11.0,14/02/2014,18/04/2016,06/10/2016,4,False
NORTH WEST - NORTH,ESTHWAITE,RIVER: Natural/semi-natural flowing fresh watercourse,CUNSEY BECK (ESTHWAITE),65022,2,SD,36592,95193,SD3659295193,336592,495193,GB112073071400,,,02/10/2007,09/05/2008,3,False
NORTH WEST - NORTH,FURNESS STREAMS,RIVER: Natural/semi-natural flowing fresh watercourse,KIRKBY POOL,66752,2,SD,23169,86174,SD2316986174,323169,486174,GB112074070130,30.6,01/01/1995,02/05/2013,16/04/2015,3,False
NORTH WEST - NORTH,HODDER,RIVER: Natural/semi-natural flowing fresh watercourse,CHIPPING BROOK,152896,1,SD,62448,42438,SD6244842438,362448,442438,GB112071065330,,,14/05/2009,30/11/2009,2,False
NORTH WEST - NORTH,HODDER,RIVER: Natural/semi-natural flowing fresh watercourse,CROASDALE BECK (HODDER),67793,2,SD,71419,52434,SD7141952434,371419,452434,GB112071065410,52.5,01/01/1995,08/04/2013,17/10/2013,2,False
NORTH WEST - NORTH,HODDER,RIVER: Natural/semi-natural flowing fresh watercourse,HODDER,65118,2,SD,71425,58416,SD7142558416,371425,458416,GB112071065430,11.0,01/01/1995,03/04/2013,16/11/2018,14,False
NORTH WEST - NORTH,HODDER,RIVER: Natural/semi-natural flowing fresh watercourse,HODDER,65135,2,SD,70431,39172,SD7043139172,370431,439172,GB112071065560,71.0,01/01/1995,27/04/2006,21/04/2015,4,False
NORTH WEST - NORTH,HYNDBURN,RIVER: Natural/semi-natural flowing fresh watercourse,TINKER BROOK,67200,2,SD,74055,27500,SD7405527500,374055,427500,GB112071065050,49.3,01/01/1995,30/05/2014,11/09/2014,2,False
NORTH WEST - NORTH,IRTHING,RIVER: Natural/semi-natural flowing fresh watercourse,KING WATER,64438,2,NY,52718,64347,NY5271864347,352718,564347,GB102076074080,85.8,01/01/1995,18/04/2007,15/09/2016,10,False
NORTH WEST - NORTH,IRTHING,RIVER: Natural/semi-natural flowing fresh watercourse,NEW WATER,78537,2,NY,57473,53601,NY5747353601,357473,553601,GB102076074010,86.8,11/02/2014,19/04/2013,21/11/2013,2,False
NORTH WEST - NORTH,IRTHING,RIVER: Natural/semi-natural flowing fresh watercourse,OLD WATER,78718,2,NY,57500,53700,NY5750053700,357500,553700,GB102076074040,127.0,01/01/2012,17/03/2008,20/06/2008,2,False
NORTH WEST - NORTH,KENT,RIVER: Natural/semi-natural flowing fresh watercourse,KENT,68758,2,SD,46934,98920,SD4693498920,346934,498920,GB112073071390,22.3,11/02/2014,23/04/2013,17/10/2013,2,False
NORTH WEST - NORTH,LEVEN (NW - NORTH),RIVER: Natural/semi-natural flowing fresh watercourse,LEVEN,66718,2,SD,36743,86431,SD3674386431,336743,486431,GB112073071420,16.6,01/01/2012,20/05/2013,01/09/2014,4,False
NORTH WEST - NORTH,LUNE,RIVER: Natural/semi-natural flowing fresh watercourse,AUSTWICK BECK,144319,2,SD,76232,67840,SD7623267840,376232,467840,GB112072066100,151.0,04/10/2012,22/04/2008,10/11/2017,6,False
NORTH WEST - NORTH,LUNE,RIVER: Natural/semi-natural flowing fresh watercourse,BULL BECK,67950,2,SD,54331,65094,SD5433165094,354331,465094,GB112072065980,68.6,01/01/1995,09/05/2008,19/09/2013,4,False
NORTH WEST - NORTH,LUNE,RIVER: Natural/semi-natural flowing fresh watercourse,LECK BECK,68709,2,SD,61480,75578,SD6148075578,361480,475578,GB112072071690,51.4,29/11/2013,01/05/2013,06/11/2013,2,False
NORTH WEST - NORTH,LYVENNET,RIVER: Natural/semi-natural flowing fresh watercourse,LEITH,63619,2,NY,58898,24413,NY5889824413,358898,524413,GB102076070900,175.1,01/01/1995,23/04/2007,22/09/2008,5,False
NORTH WEST - NORTH,LYVENNET,RIVER: Natural/semi-natural flowing fresh watercourse,SHAP BECK,151236,2,NY,55656,15980,NY5565615980,355656,515980,GB102076070900,,,19/05/2008,22/09/2008,3,False
NORTH WEST - NORTH,PENDLE,RIVER: Natural/semi-natural flowing fresh watercourse,TRAWDEN BECK,67450,2,SD,90805,39927,SD9080539927,390805,439927,GB112071065200,82.0,01/01/1995,26/04/2013,16/10/2013,2,False
NORTH WEST - NORTH,PETTERIL,RIVER: Natural/semi-natural flowing fresh watercourse,CALTHWAITE BECK,67957,2,NY,47400,40700,NY4740040700,347400,540700,GB102076073991,177.2,01/01/1995,02/10/2007,20/05/2008,2,False
NORTH WEST - NORTH,PETTERIL,RIVER: Natural/semi-natural flowing fresh watercourse,LAMB BECK,65302,2,NY,45500,33100,NY4550033100,345500,533100,GB102076073992,155.8,01/01/1995,28/04/2011,28/04/2011,1,False
NORTH WEST - NORTH,PETTERIL,RIVER: Natural/semi-natural flowing fresh watercourse,MILLRIGG BECK,151243,2,NY,44548,29522,NY4454829522,344548,529522,GB102076073992,,,03/10/2007,21/05/2008,2,False
NORTH WEST - NORTH,PETTERIL,RIVER: Natural/semi-natural flowing fresh watercourse,PETTERIL,135167,2,NY,44271,48105,NY4427148105,344271,548105,GB102076074030,171.0,04/10/2012,01/10/2007,20/05/2008,3,False
NORTH WEST - NORTH,PETTERIL,RIVER: Natural/semi-natural flowing fresh watercourse,STONY BECK,158910,1,NY,50846,33613,NY5084633613,350846,533613,GB102076073991,,,27/04/2011,27/04/2011,1,False
NORTH WEST - NORTH,RIBBLE,RIVER: Natural/semi-natural flowing fresh watercourse,RATHMELL BECK,65421,2,SD,80560,59322,SD8056059322,380560,459322,GB112071065590,46.6,01/01/1995,05/04/2006,17/09/2015,7,False
NORTH WEST - NORTH,RIBBLE,RIVER: Natural/semi-natural flowing fresh watercourse,SHOWLEY BROOK,152916,1,SD,67586,32442,SD6758632442,367586,432442,GB112071065710,,,20/05/2009,12/10/2009,2,False
NORTH WEST - NORTH,RIBBLE,RIVER: Natural/semi-natural flowing fresh watercourse,SKIRDEN BECK,150849,2,SD,78100,47800,SD7810047800,378100,447800,GB112071065612,,,11/05/2006,19/09/2006,2,False
NORTH WEST - NORTH,SOUTH FYLDE DRAINS,RIVER: Natural/semi-natural flowing fresh watercourse,WREA BROOK,90463,2,SD,39700,31800,SD3970031800,339700,431800,GB112071065680,,,03/05/2006,18/09/2006,2,False
NORTH WEST - NORTH,WYRE (NW),RIVER: Natural/semi-natural flowing fresh watercourse,GRIZEDALE,66178,2,SD,56612,55188,SD5661255188,356612,455188,GB112072066240,10.8,01/01/1995,15/05/2006,02/11/2006,2,False
NORTH WEST - NORTH,WYRE (NW),RIVER: Natural/semi-natural flowing fresh watercourse,WYRE,144260,2,SD,48785,42980,SD4878542980,348785,442980,GB112072065822,16.0,04/10/2012,24/08/2007,11/07/2013,6,False
NORTH WEST - NORTH,YARROW,RIVER: Natural/semi-natural flowing fresh watercourse,YARROW,67369,2,SD,59226,16225,SD5922616225,359226,416225,GB112070064951,64.1,01/01/1995,30/05/2014,16/10/2015,3,False
NORTH WEST - NORTH (OLD),EAMONT,RIVER: Natural/semi-natural flowing fresh watercourse,GLENRIDDING BECK,152675,1,NY,36784,17333,NY3678417333,336784,517333,GB102076070740,,,16/02/2008,16/02/2008,1,False
NORTH WEST - NORTH (OLD),ESTHWAITE,RIVER: Natural/semi-natural flowing fresh watercourse,BLACK BECK (ESTHWAITE),113400,1,SD,34990,98748,SD3499098748,334990,498748,GB112073071400,,,01/10/2007,09/05/2008,3,False
NORTH WEST - NORTH (OLD),IRTHING,RIVER: Natural/semi-natural flowing fresh watercourse,HELL BECK,112128,1,NY,53300,57300,NY5330057300,353300,557300,GB102076074040,,,17/03/2008,20/06/2008,2,False
NORTH WEST - SOUTH,BOLLIN,RIVER: Natural/semi-natural flowing fresh watercourse,BOLLIN,68108,2,SJ,92783,71638,SJ9278371638,392783,371638,GB112069061320,74.1,01/01/2012,01/05/2013,04/10/2017,6,False
NORTH WEST - SOUTH,BOLLIN,RIVER: Natural/semi-natural flowing fresh watercourse,PEDLEY BK,67366,2,SJ,77390,78668,SJ7739078668,377390,378668,GB112069061340,157.3,01/01/1995,17/05/2007,25/09/2013,5,False
NORTH WEST - SOUTH,DANE,RIVER: Natural/semi-natural flowing fresh watercourse,DANE,97281,2,SJ,89169,65685,SJ8916965685,389169,365685,GB112068060180,56.0,01/01/2013,17/04/2013,14/10/2013,2,False
NORTH WEST - SOUTH,DEAN,RIVER: Natural/semi-natural flowing fresh watercourse,DEAN,160828,1,SJ,95566,75477,SJ9556675477,395566,375477,GB112069060650,29.4,01/01/2013,21/04/2016,27/10/2017,6,False
NORTH WEST - SOUTH,DEAN,RIVER: Natural/semi-natural flowing fresh watercourse,POTT SHRIGLEY BK,67569,2,SJ,94416,78398,SJ9441678398,394416,378398,GB112069061360,41.7,01/01/1995,20/04/2005,08/11/2005,2,False
NORTH WEST - SOUTH,DEE (WALES),RIVER: Natural/semi-natural flowing fresh watercourse,DEE,46220,2,SJ,41200,64300,SJ4120064300,341200,364300,GB111067057080,66.3,01/01/1995,21/05/2012,17/09/2014,4,False
NORTH WEST - SOUTH,DEE (WALES),RIVER: Natural/semi-natural flowing fresh watercourse,LOWER WYCH TRIBUTARY,153712,2,SJ,48661,44411,SJ4866144411,348661,344411,GB111067052230,215.0,04/10/2012,21/04/2010,30/09/2010,2,False
NORTH WEST - SOUTH,DEE (WALES),RIVER: Natural/semi-natural flowing fresh watercourse,WORTHENBURY BROOK,46336,3,SJ,49040,43570,SJ4904043570,349040,343570,GB111067052200,211.7,01/01/1995,01/11/2007,03/10/2016,7,False
NORTH WEST - SOUTH,DITTON,RIVER: Natural/semi-natural flowing fresh watercourse,DITTON BK,156235,1,SJ,45380,88143,SJ4538088143,345380,388143,GB112069060670,192.9,04/10/2012,15/05/2014,09/09/2014,2,False
NORTH WEST - SOUTH,ETHEROW,RIVER: Natural/semi-natural flowing fresh watercourse,ETHEROW,65655,2,SJ,96613,90686,SJ9661390686,396613,390686,GB112069061050,35.1,01/01/1995,16/04/2007,17/10/2016,8,False
NORTH WEST - SOUTH,ETHEROW,RIVER: Natural/semi-natural flowing fresh watercourse,TURNLEE BK,67543,2,SK,02327,94110,SK0232794110,402327,394110,GB112069060700,21.0,01/01/2013,14/05/2009,17/09/2013,4,False
NORTH WEST - SOUTH,GLAZE,RIVER: Natural/semi-natural flowing fresh watercourse,ELLEN BK,168365,1,SJ,71209,99839,SJ7120999839,371209,399839,GB112069061090,,,11/04/2014,02/09/2014,2,False
NORTH WEST - SOUTH,GOWY,RIVER: Natural/semi-natural flowing fresh watercourse,STANNEY MILL BROOK,155695,1,SJ,42821,73520,SJ4282173520,342821,373520,GB112068060260,255.0,04/10/2012,08/04/2014,12/09/2014,2,False
NORTH WEST - SOUTH,GOYT,RIVER: Natural/semi-natural flowing fresh watercourse,GOYT,67864,2,SJ,89742,90835,SJ8974290835,389742,390835,GB112069061030,61.1,01/01/1995,11/04/2007,17/04/2014,3,False
NORTH WEST - SOUTH,GOYT,RIVER: Natural/semi-natural flowing fresh watercourse,SETT,67397,2,SK,03017,87178,SK0301787178,403017,387178,GB112069060970,30.5,01/01/1995,23/04/2015,24/09/2018,10,False
NORTH WEST - SOUTH,GOYT,RIVER: Natural/semi-natural flowing fresh watercourse,SETT,67808,2,SK,04997,87018,SK0499787018,404997,387018,GB112069060970,17.3,01/01/2010,01/05/2015,12/09/2018,12,False
NORTH WEST - SOUTH,MSC,RIVER: Natural/semi-natural flowing fresh watercourse,SINDERLAND BK,133223,2,SJ,75398,90325,SJ7539890325,375398,390325,GB112069060980,,,09/09/2005,01/09/2008,4,False
NORTH WEST - SOUTH,MSC,RIVER: Natural/semi-natural flowing fresh watercourse,TIMPERLEY BK,68153,2,SJ,76607,90097,SJ7660790097,376607,390097,GB112069061260,165.9,01/01/1995,24/08/2006,01/09/2014,6,False
NORTH WEST - SOUTH,ROCH,RIVER: Natural/semi-natural flowing fresh watercourse,ROCH,69538,2,SD,94720,18766,SD9472018766,394720,418766,GB112069064720,8.2,01/01/1995,19/04/2017,06/11/2017,2,False
NORTH WEST - SOUTH,SANKEY,RIVER: Natural/semi-natural flowing fresh watercourse,WHITTLE BK (SANKEY),65537,2,SJ,56199,89237,SJ5619989237,356199,389237,GB112069060990,197.0,04/10/2012,07/10/2010,07/09/2016,8,False
NORTH WEST - SOUTH,TAME,RIVER: Natural/semi-natural flowing fresh watercourse,TAME (NORTH WEST),66794,2,SJ,94138,98682,SJ9413898682,394138,398682,GB112069061110,44.3,01/01/1995,14/05/2009,17/11/2009,2,False
NORTH WEST - SOUTH,TAME,RIVER: Natural/semi-natural flowing fresh watercourse,WILSON BK,67862,2,SJ,93776,95187,SJ9377695187,393776,395187,GB112069061110,117.6,01/01/1995,08/04/2010,03/10/2014,4,False
NORTH WEST - SOUTH,WEAVER,RIVER: Natural/semi-natural flowing fresh watercourse,BARNETT BK,68114,2,SJ,62093,44072,SJ6209344072,362093,344072,GB112068055170,205.0,01/01/1995,27/04/2010,28/10/2010,2,False
NORTH WEST - SOUTH,WEAVER,RIVER: Natural/semi-natural flowing fresh watercourse,DARLEY BK,67428,2,SJ,61677,64349,SJ6167764349,361677,364349,GB112068060450,,,21/09/2011,04/10/2016,7,False
NORTH WEST - SOUTH,WEAVER,RIVER: Natural/semi-natural flowing fresh watercourse,UNKNOWN NORTHWEST (S AREA) ON WEAVER CATCHMENT,66355,2,SJ,61390,67830,SJ6139067830,361390,367830,,,,20/09/1996,20/09/1996,1,False
NORTH WEST - SOUTH,WEAVER,RIVER: Natural/semi-natural flowing fresh watercourse,WEAVER,64871,2,SJ,60109,76025,SJ6010976025,360109,376025,GB112068060500,157.8,01/01/1995,22/08/2006,29/10/2014,10,False
NORTH WEST - SOUTH,WINCHAM BK.,RIVER: Natural/semi-natural flowing fresh watercourse,SNAPE BK,152855,1,SJ,87491,70102,SJ8749170102,387491,370102,GB112068060360,,,26/05/2009,07/09/2009,2,False
SOUTH WEST - CORNWALL,CAMEL,RIVER: Natural/semi-natural flowing fresh watercourse,ALLEN (CAMEL),10054,1,SX,01640,72020,SX0164072020,201640,072020,GB108049007050,67.6,01/01/1995,06/08/2010,03/11/2015,7,False
SOUTH WEST - CORNWALL,CAMEL,RIVER: Natural/semi-natural flowing fresh watercourse,CAMEL,156644,1,SX,08958,76273,SX0895876273,208958,076273,GB108049006980,21.0,31/05/2012,22/03/2011,23/09/2011,2,False
SOUTH WEST - CORNWALL,CAMEL,RIVER: Natural/semi-natural flowing fresh watercourse,MENALHYL,10169,1,SW,86020,66690,SW8602066690,186020,066690,,,,14/04/1997,14/04/1997,1,False
SOUTH WEST - CORNWALL,CAMEL,RIVER: Natural/semi-natural flowing fresh watercourse,MENALHYL,10051,1,SW,92660,64610,SW9266064610,192660,064610,GB108049000070,29.0,04/10/2012,17/04/2007,19/09/2008,4,False
SOUTH WEST - CORNWALL,CAMEL,RIVER: Natural/semi-natural flowing fresh watercourse,MENALHYL,10142,1,SW,92950,65440,SW9295065440,192950,065440,,,,14/04/1997,14/04/1997,1,False
SOUTH WEST - CORNWALL,CAMEL,RIVER: Natural/semi-natural flowing fresh watercourse,RIVER AMBLE TRIBUTARY (CAMEL),156645,1,SW,99935,75630,SW9993575630,199935,075630,GB108049006960,90.0,26/02/2014,22/03/2011,29/10/2014,4,False
SOUTH WEST - CORNWALL,COASTAL - 14A,RIVER: Natural/semi-natural flowing fresh watercourse,POLPERRO RIVER,176807,1,SX,20614,52607,SX2061452607,220614,052607,GB108048001980,,,12/05/2015,21/10/2015,2,False
SOUTH WEST - CORNWALL,COASTAL - 22A,RIVER: Natural/semi-natural flowing fresh watercourse,PENBERTH STREAM,156605,1,SW,39312,23388,SW3931223388,139312,023388,GB108049000300,34.0,26/02/2014,20/07/2010,18/09/2014,5,False
SOUTH WEST - CORNWALL,COASTAL - 23A,RIVER: Natural/semi-natural flowing fresh watercourse,BOLINGEY STREAM,77996,1,SW,76140,54110,SW7614054110,176140,054110,GB108049000700,60.3,01/01/2000,04/04/2013,18/10/2016,6,False
SOUTH WEST - CORNWALL,COASTAL - 25A,RIVER: Natural/semi-natural flowing fresh watercourse,ISSEY BROOK,88218,1,SW,92050,71860,SW9205071860,192050,071860,GB108049000110,60.0,01/01/2003,05/04/2013,02/04/2015,3,False
SOUTH WEST - CORNWALL,FAL,RIVER: Natural/semi-natural flowing fresh watercourse,COOMBE STREAM,8713,1,SW,95190,51640,SW9519051640,195190,051640,GB108048001350,10.9,01/01/1995,18/04/2013,20/04/2015,4,False
SOUTH WEST - CORNWALL,FAL,RIVER: Natural/semi-natural flowing fresh watercourse,TRESILLIAN RIVER,8813,1,SW,89270,51140,SW8927051140,189270,051140,GB108048002390,,,26/04/2016,08/09/2016,4,False
SOUTH WEST - CORNWALL,FOWEY,RIVER: Natural/semi-natural flowing fresh watercourse,FOWEY,151094,1,SX,17900,79960,SX1790079960,217900,079960,GB108048007650,14.0,04/10/2012,12/05/2008,30/09/2009,4,False
SOUTH WEST - CORNWALL,GANNEL,RIVER: Natural/semi-natural flowing fresh watercourse,BENNY STREAM,10084,1,SW,84210,57390,SW8421057390,184210,057390,GB108049000210,50.0,16/01/2104,04/04/2013,12/09/2014,4,False
SOUTH WEST - CORNWALL,GANNEL,RIVER: Natural/semi-natural flowing fresh watercourse,GANNEL,156633,1,SW,90495,57692,SW9049557692,190495,057692,GB108049000230,,,29/03/2011,07/09/2011,2,False
SOUTH WEST - CORNWALL,LOOE,RIVER: Natural/semi-natural flowing fresh watercourse,EAST LOOE RIVER,156654,1,SX,23271,65640,SX2327165640,223271,065640,GB108048001440,31.5,04/10/2012,14/04/2011,27/09/2011,2,False
SOUTH WEST - CORNWALL,LYNHER,RIVER: Natural/semi-natural flowing fresh watercourse,LYNHER,10746,1,SX,27208,75900,SX2720875900,227208,075900,GB108047007670,12.2,01/01/1995,16/05/2012,22/10/2012,2,False
SOUTH WEST - CORNWALL,LYNHER,RIVER: Natural/semi-natural flowing fresh watercourse,LYNHER,10735,1,SX,32150,70070,SX3215070070,232150,070070,GB108047007670,17.6,01/01/1995,27/06/2012,11/09/2015,4,False
SOUTH WEST - CORNWALL,LYNHER,RIVER: Natural/semi-natural flowing fresh watercourse,WITHEY BROOK,10789,1,SX,26100,77200,SX2610077200,226100,077200,GB108047007680,10.2,01/01/1995,11/04/2013,13/10/2017,5,False
SOUTH WEST - CORNWALL,PAR,RIVER: Natural/semi-natural flowing fresh watercourse,PAR RIVER,141862,1,SX,04510,58080,SX0451058080,204510,058080,GB108048002310,16.1,31/05/2012,30/09/2011,25/10/2012,3,False
SOUTH WEST - CORNWALL,PAR,RIVER: Natural/semi-natural flowing fresh watercourse,PAR RIVER,8769,1,SX,03150,59270,SX0315059270,203150,059270,GB108048002310,17.9,01/01/1995,23/04/2013,04/04/2014,3,False
SOUTH WEST - CORNWALL,SEATON,RIVER: Natural/semi-natural flowing fresh watercourse,SEATON,77997,1,SX,30200,55500,SX3020055500,230200,055500,GB108048002320,58.0,01/01/2004,20/09/2010,20/09/2010,1,False
