AGENCY_AREA,CATCHMENT,WATERBODY_TYPE_DESCRIPTION,WATER_BODY,SITE_ID,SITE_VERSION,NGR_PREFIX,EASTING,NORTHING,NGR_10_FIG,FULL_EASTING,FULL_NORTHING,WFD_WATERBODY_ID,ALKALINITY,BASE_DATA_DATE,MIN_SAMPLE_DATE,MAX_SAMPLE_DATE,COUNT_OF_SAMPLES,ECN_SITE_DIAT
MIDLANDS - CENTRAL,TRENT(MIDDLE) (UT),RIVER: Natural/semi-natural flowing fresh watercourse,SWARBOURN (TRENT (MIDDLE)),46927,2,SK,15145,17765,SK1514517765,415145,317765,GB104028047400,194.8,01/01/1995,04/05/2007,22/10/2007,2,False
MIDLANDS - EAST,MEDEN,RIVER: Natural/semi-natural flowing fresh watercourse,MEDEN,144924,2,SK,57400,68800,SK5740068800,457400,368800,GB104028058060,,,01/09/2004,08/07/2008,3,False
MIDLANDS - EAST,POULTER,RIVER: Natural/semi-natural flowing fresh watercourse,MILLWOOD BROOK,163722,1,SK,54904,75452,SK5490475452,454904,375452,GB104028058150,,,01/05/2013,01/05/2013,1,False
MIDLANDS - EAST,RYTON,RIVER: Natural/semi-natural flowing fresh watercourse,OLDCOTES DYKE,53424,2,SK,61487,87573,SK6148787573,461487,387573,GB104028058200,184.6,01/01/1995,27/07/2004,25/10/2010,4,False
MIDLANDS - EAST,SOAR,RIVER: Natural/semi-natural flowing fresh watercourse,EVINGTON BROOK,51830,2,SK,60670,04500,SK6067004500,460670,304500,GB104028046960,229.3,01/01/1995,17/05/2011,17/10/2011,2,False
MIDLANDS - EAST,TRENT (LOWER),RIVER: Natural/semi-natural flowing fresh watercourse,RAMSLEY BROOK,50411,2,SK,39761,25973,SK3976125973,439761,325973,GB104028047350,247.0,01/01/1995,22/10/2010,22/10/2010,1,False
MIDLANDS - EAST,TRENT (LOWER),RIVER: Natural/semi-natural flowing fresh watercourse,RAMSLEY BROOK,47519,2,SK,41012,20336,SK4101220336,441012,320336,GB104028047340,,,21/04/2010,21/04/2010,1,False
MIDLANDS - EAST,TRENT (LOWER),RIVER: Natural/semi-natural flowing fresh watercourse,THE BECK,51023,2,SK,71300,61800,SK7130061800,471300,361800,GB104028053440,228.4,01/01/1995,24/06/2010,24/06/2010,1,False
MIDLANDS - EAST,TRENT (LOWER),RIVER: Natural/semi-natural flowing fresh watercourse,THE BECK,155720,1,SK,74583,60000,SK7458360000,474583,360000,GB104028053440,,,24/06/2010,24/06/2010,1,False
MIDLANDS - EAST,TRENT (LOWER),RIVER: Natural/semi-natural flowing fresh watercourse,TRENT,46894,2,SK,49814,30986,SK4981430986,449814,330986,GB104028053110,213.0,01/01/2014,09/05/2008,09/05/2008,1,False
MIDLANDS - EAST,TRENT (LOWER),RIVER: Natural/semi-natural flowing fresh watercourse,TRENT,92946,2,SK,46143,30846,SK4614330846,446143,330846,GB104028053120,,,15/09/2004,15/09/2004,1,False
MIDLANDS - EAST,TRENT (LOWER),RIVER: Natural/semi-natural flowing fresh watercourse,TRENT,92942,2,SK,52900,34800,SK5290034800,452900,334800,GB104028053110,,,15/09/2004,18/07/2006,2,False
MIDLANDS - EAST,WREAKE,RIVER: Natural/semi-natural flowing fresh watercourse,AUSTEN DYKE,153556,1,SK,68329,17996,SK6832917996,468329,317996,GB104028047560,229.0,04/10/2012,06/05/2010,20/09/2010,2,False
MIDLANDS - EAST,WREAKE,RIVER: Natural/semi-natural flowing fresh watercourse,EYE,47597,2,SK,77169,19225,SK7716919225,477169,319225,GB104028047550,191.9,01/01/1995,24/04/2007,30/09/2009,6,False
MIDLANDS - EAST,WREAKE,RIVER: Natural/semi-natural flowing fresh watercourse,WELBY BROOK,53829,2,SK,71853,19338,SK7185319338,471853,319338,GB104028047570,191.0,28/02/2013,30/04/2014,29/09/2014,2,False
MIDLANDS - EAST,WREAKE,RIVER: Natural/semi-natural flowing fresh watercourse,WYMONDHAM BROOK,48443,2,SK,82784,17288,SK8278417288,482784,317288,GB104028047540,218.3,01/01/1995,14/04/2009,12/05/2015,3,False
MIDLANDS - EAST,WYE (LT),RIVER: Natural/semi-natural flowing fresh watercourse,WYE (LT),53811,2,SK,08461,72518,SK0846172518,408461,372518,GB104028058460,136.8,01/01/1995,01/05/2009,01/05/2009,1,False
MIDLANDS - WEST,AVON (BELOW BIDFORD) (LS),RIVER: Natural/semi-natural flowing fresh watercourse,AVON (LS - BELOW BIDFORD),89714,2,SO,91950,38450,SO9195038450,391950,238450,GB109054044403,,,29/09/1998,12/08/2002,5,False
MIDLANDS - WEST,AVON (BELOW BIDFORD) (LS),RIVER: Natural/semi-natural flowing fresh watercourse,AVON (LS - BELOW BIDFORD),48202,2,SO,89800,34400,SO8980034400,389800,234400,GB109054044403,191.3,01/01/1995,18/09/2012,18/09/2012,1,False
MIDLANDS - WEST,AVON (BELOW BIDFORD) (LS),RIVER: Natural/semi-natural flowing fresh watercourse,HYDE BROOK,47443,2,SO,95190,25840,SO9519025840,395190,225840,GB109054039780,200.3,01/01/1995,17/04/2007,20/08/2008,3,False
MIDLANDS - WEST,AVON (BELOW BIDFORD) (LS),RIVER: Natural/semi-natural flowing fresh watercourse,PIDDLE BROOK,153304,1,SO,95820,51900,SO9582051900,395820,251900,GB109054043700,,,28/05/2009,13/10/2009,2,False
MIDLANDS - WEST,AVON (BELOW BIDFORD) (LS),RIVER: Natural/semi-natural flowing fresh watercourse,WHITSUN BROOK,153314,1,SO,99240,51940,SO9924051940,399240,251940,GB109054039530,,,29/05/2009,13/10/2009,2,False
MIDLANDS - WEST,BLAKEDOWN (US),RIVER: Natural/semi-natural flowing fresh watercourse,BLAKEDOWN BROOK,48282,2,SO,83547,77907,SO8354777907,383547,277907,GB109054044570,128.5,01/01/1995,20/03/2009,28/10/2014,4,False
MIDLANDS - WEST,BORLE (US),RIVER: Natural/semi-natural flowing fresh watercourse,BORLE BROOK,153454,1,SO,71744,85339,SO7174485339,371744,285339,GB109054044820,,,29/05/2009,30/11/2009,2,False
MIDLANDS - WEST,CLUN (US),RIVER: Natural/semi-natural flowing fresh watercourse,CLUN,161399,1,SO,37953,81111,SO3795381111,337953,281111,GB109054043990,,,17/04/2013,17/04/2013,1,False
MIDLANDS - WEST,CLUN (US),RIVER: Natural/semi-natural flowing fresh watercourse,CLUN,50059,2,SO,24853,82018,SO2485382018,324853,282018,GB109054043980,46.0,20/02/2013,21/11/2013,21/11/2013,1,False
MIDLANDS - WEST,CLUN (US),RIVER: Natural/semi-natural flowing fresh watercourse,FOLLY BROOK,51721,2,SO,24573,82298,SO2457382298,324573,282298,GB109054044020,49.0,20/02/2013,17/04/2013,10/09/2013,3,False
MIDLANDS - WEST,CLUN (US),RIVER: Natural/semi-natural flowing fresh watercourse,UNK,52967,2,SO,28150,86011,SO2815086011,328150,286011,GB109054044040,83.0,14/02/2014,17/04/2013,09/10/2013,2,False
MIDLANDS - WEST,HOO BROOK (US),RIVER: Natural/semi-natural flowing fresh watercourse,HOO BROOK,51196,2,SO,83465,74731,SO8346574731,383465,274731,GB109054044530,145.1,01/01/1995,24/05/2010,01/10/2014,5,False
MIDLANDS - WEST,KEMP (US),RIVER: Natural/semi-natural flowing fresh watercourse,KEMP,53244,2,SO,32765,85783,SO3276585783,332765,285783,GB109054044060,131.4,01/01/1995,13/05/2010,05/11/2010,2,False
MIDLANDS - WEST,LEADON (LS),RIVER: Natural/semi-natural flowing fresh watercourse,ELL BROOK,53316,2,SO,74011,25815,SO7401125815,374011,225815,GB109054032520,264.5,01/01/1995,07/06/2013,07/06/2013,1,False
MIDLANDS - WEST,MORDA (US),RIVER: Natural/semi-natural flowing fresh watercourse,MORDA,53990,2,SJ,29910,27500,SJ2991027500,329910,327500,GB109054055070,123.1,01/01/1995,18/04/2007,30/10/2014,8,False
MIDLANDS - WEST,PERRY (US),RIVER: Natural/semi-natural flowing fresh watercourse,PERRY,153299,1,SJ,40477,21845,SJ4047721845,340477,321845,GB109054050030,,,29/05/2009,07/10/2009,2,False
MIDLANDS - WEST,PERRY (US),RIVER: Natural/semi-natural flowing fresh watercourse,PERRY,153297,1,SJ,42087,19896,SJ4208719896,342087,319896,GB109054050030,,,28/05/2009,28/05/2009,1,False
MIDLANDS - WEST,REA BROOK (US),RIVER: Natural/semi-natural flowing fresh watercourse,REA BROOK (SHROPS),51162,2,SJ,37087,05921,SJ3708705921,337087,305921,GB109054049540,146.1,01/01/1995,21/05/2008,05/09/2014,6,False
MIDLANDS - WEST,SEVERN (ABOVE BEWDLEY),RIVER: Natural/semi-natural flowing fresh watercourse,CHORLEY BROOK,52935,2,SO,71528,83300,SO7152883300,371528,283300,GB109054044590,203.9,04/10/2012,27/05/2010,25/09/2014,4,False
MIDLANDS - WEST,SEVERN (ABOVE BEWDLEY),RIVER: Natural/semi-natural flowing fresh watercourse,SEVERN,143454,2,SO,73762,90945,SO7376290945,373762,290945,GB109054049145,,,26/09/2006,26/09/2006,1,False
MIDLANDS - WEST,SEVERN (ABOVE BEWDLEY),RIVER: Natural/semi-natural flowing fresh watercourse,SEVERN,143451,2,SJ,51944,13100,SJ5194413100,351944,313100,GB109054049141,,,22/09/2006,20/08/2007,2,False
MIDLANDS - WEST,SEVERN (ABOVE BEWDLEY),RIVER: Natural/semi-natural flowing fresh watercourse,SEVERN,143456,2,SO,84701,53184,SO8470153184,384701,253184,GB109054049144,,,25/09/2006,03/09/2008,3,False
MIDLANDS - WEST,SEVERN (ABOVE BEWDLEY),RIVER: Natural/semi-natural flowing fresh watercourse,SEVERN,143453,2,SO,73089,91401,SO7308991401,373089,291401,GB109054049145,,,26/09/2006,26/09/2006,1,False
MIDLANDS - WEST,SEVERN (BELOW TEWKESBURY),RIVER: Natural/semi-natural flowing fresh watercourse,SEVERN (LS),89732,2,SO,81800,25000,SO8180025000,381800,225000,GB109054044404,,,18/11/1998,04/09/2001,3,False
MIDLANDS - WEST,SEVERN (BEWDLEY-TEWKESBURY),RIVER: Natural/semi-natural flowing fresh watercourse,BIRTSMORTON TRIBUTARY,153969,1,SO,80181,35396,SO8018135396,380181,235396,GB109054039670,259.2,04/10/2012,18/05/2010,14/10/2010,2,False
MIDLANDS - WEST,SEVERN (BEWDLEY-TEWKESBURY),RIVER: Natural/semi-natural flowing fresh watercourse,SEVERN (LS),89736,2,SO,85200,51500,SO8520051500,385200,251500,GB109054039760,,,18/11/1998,03/09/2001,3,False
MIDLANDS - WEST,SEVERN ESTUARY,RIVER: Natural/semi-natural flowing fresh watercourse,LONG BROOK,154528,1,SO,76774,17017,SO7677417017,376774,217017,GB109054032720,248.0,01/03/2012,27/04/2010,25/10/2010,2,False
MIDLANDS - WEST,TEME (US),RIVER: Natural/semi-natural flowing fresh watercourse,TEME,92388,2,SO,60700,68900,SO6070068900,360700,268900,GB109054044510,,,07/09/2006,07/09/2006,1,False
MIDLANDS - WEST,TEME (US),RIVER: Natural/semi-natural flowing fresh watercourse,TEME,92385,2,SO,51600,74300,SO5160074300,351600,274300,GB109054044510,,,23/08/2006,23/08/2006,1,False
MIDLANDS - WEST,TERN (US),RIVER: Natural/semi-natural flowing fresh watercourse,BACK BROOK,53712,2,SJ,78045,18312,SJ7804518312,378045,318312,GB109054050190,192.0,04/10/2012,19/05/2015,19/05/2015,1,False
MIDLANDS - WEST,TERN (US),RIVER: Natural/semi-natural flowing fresh watercourse,BAILEY BROOK,50643,2,SJ,62900,31600,SJ6290031600,362900,331600,GB109054055140,179.4,01/01/1995,11/04/2014,11/09/2014,2,False
MIDLANDS - WEST,TERN (US),RIVER: Natural/semi-natural flowing fresh watercourse,HODNET TRIBUTARY,153290,1,SJ,61864,28440,SJ6186428440,361864,328440,GB109054050240,143.5,04/10/2012,29/05/2009,07/09/2010,4,False
MIDLANDS - WEST,TERN (US),RIVER: Natural/semi-natural flowing fresh watercourse,TERN,153286,1,SJ,73612,39331,SJ7361239331,373612,339331,GB109054055150,,,29/05/2009,12/11/2009,2,False
MIDLANDS - WEST,TERN (US),RIVER: Natural/semi-natural flowing fresh watercourse,TERN,153284,1,SJ,70528,38129,SJ7052838129,370528,338129,GB109054055150,,,29/05/2009,12/11/2009,2,False
MIDLANDS - WEST,TERN (US),RIVER: Natural/semi-natural flowing fresh watercourse,TERN,50000,2,SJ,70600,38500,SJ7060038500,370600,338500,GB109054055150,157.7,04/10/2012,12/05/2010,11/09/2014,4,False
MIDLANDS - WEST,TETCHILL (US),RIVER: Natural/semi-natural flowing fresh watercourse,TETCHILL BROOK,153302,1,SJ,39841,34233,SJ3984134233,339841,334233,GB109054055000,,,29/05/2009,29/05/2009,1,False
MIDLANDS - WEST,WORFE (US),RIVER: Natural/semi-natural flowing fresh watercourse,WORFE,54017,2,SO,73263,95802,SO7326395802,373263,295802,GB109054050260,162.5,01/01/1995,10/05/2012,07/11/2012,2,False
MIDLANDS - WEST,WYE,RIVER: Natural/semi-natural flowing fresh watercourse,ARROW (WYE - WALES),92821,2,SO,31400,57100,SO3140057100,331400,257100,GB109055041840,,,25/07/2002,27/09/2007,23,False
MIDLANDS - WEST,WYE,RIVER: Natural/semi-natural flowing fresh watercourse,PINSLEY BROOK,147782,2,SO,40639,60520,SO4063960520,340639,260520,GB109055041940,,,27/09/2007,27/09/2007,1,False
MIDLANDS - WEST,WYE,RIVER: Natural/semi-natural flowing fresh watercourse,WYE (WALES),86667,2,SO,52000,38400,SO5200038400,352000,238400,GB109055037113,,,25/07/1997,26/09/2006,17,False
NORTH EAST - NORTH EAST,GRETA,RIVER: Natural/semi-natural flowing fresh watercourse,GILL BECK,159441,1,NZ,06166,10416,NZ0616610416,406166,510416,GB103025072560,60.0,21/01/2014,18/04/2013,25/09/2013,2,False
NORTH EAST - NORTH EAST,KYM,RIVER: Natural/semi-natural flowing fresh watercourse,DEVILS WATER,160557,1,NY,94267,58042,NY9426758042,394267,558042,GB103023075600,52.0,21/01/2014,02/05/2013,04/09/2013,2,False
NORTH EAST - NORTH EAST,LOWER SOUTH TYNE,RIVER: Natural/semi-natural flowing fresh watercourse,WEST ALLEN,1791,2,NY,80300,46700,NY8030046700,380300,546700,GB103023074680,32.0,01/01/1995,30/04/2013,12/10/2016,6,False
MIDLANDS - WEST,AVON (BELOW BIDFORD) (LS),RIVER: Natural/semi-natural flowing fresh watercourse,AVON (LS - BELOW BIDFORD),158689,1,SO,88769,32329,SO8876932329,388769,232329,GB109054039800,203.3,27/02/2013,18/05/2012,18/09/2012,2,False
MIDLANDS - WEST,MORDA (US),RIVER: Natural/semi-natural flowing fresh watercourse,MORDA,151196,2,SJ,30243,27113,SJ3024327113,330243,327113,GB109054055070,140.0,04/10/2012,23/05/2008,17/08/2009,5,False
MIDLANDS - WEST,TERN (US),RIVER: Natural/semi-natural flowing fresh watercourse,PLATT BROOK,48876,2,SJ,63400,22200,SJ6340022200,363400,322200,GB109054050210,187.0,14/02/2014,08/04/2014,10/09/2014,2,False
MIDLANDS - WEST,WYE,RIVER: Natural/semi-natural flowing fresh watercourse,STRETFORD BROOK,45339,2,SO,44074,55272,SO4407455272,344074,255272,GB109055036640,248.8,01/01/1995,16/04/2010,24/09/2010,2,False
MIDLANDS - WEST,WYE,RIVER: Natural/semi-natural flowing fresh watercourse,WYE (WALES),45257,2,SO,26200,47400,SO2620047400,326200,247400,GB109055037114,37.5,01/01/1995,17/07/2002,31/10/2014,12,False
NORTH EAST - NORTH EAST,ALN,RIVER: Natural/semi-natural flowing fresh watercourse,ALN,1651,2,NU,21437,12699,NU2143712699,421437,612699,GB103022076350,121.3,01/01/1995,30/04/2010,01/09/2014,4,False
NORTH EAST - NORTH EAST,ALN,RIVER: Natural/semi-natural flowing fresh watercourse,EDLINGHAM BURN,1657,2,NU,11970,12196,NU1197012196,411970,612196,GB103022076270,95.0,01/01/1995,07/05/2014,05/09/2014,2,False
NORTH EAST - NORTH EAST,ALN,RIVER: Natural/semi-natural flowing fresh watercourse,EGLINGHAM BECK,1656,2,NU,14562,16919,NU1456216919,414562,616919,GB103022076390,126.0,01/01/1995,09/05/2008,11/10/2016,9,False
NORTH EAST - NORTH EAST,DERWENT,RIVER: Natural/semi-natural flowing fresh watercourse,DERWENT (NORTHUMBRIA),1755,2,NZ,10024,55602,NZ1002455602,410024,555602,GB103023074790,49.0,01/01/1995,22/05/2007,30/10/2007,2,False
NORTH EAST - NORTH EAST,DERWENT,RIVER: Natural/semi-natural flowing fresh watercourse,DERWENT (NORTHUMBRIA),1758,2,NZ,03899,50906,NZ0389950906,403899,550906,GB103023074790,35.0,01/01/1995,29/04/2013,13/09/2018,12,False
NORTH EAST - NORTH EAST,DERWENT,RIVER: Natural/semi-natural flowing fresh watercourse,DERWENT (NORTHUMBRIA),1759,2,NY,98333,51395,NY9833351395,398333,551395,GB103023074770,50.0,01/01/1995,22/05/2007,13/09/2018,14,False
NORTH EAST - NORTH EAST,LOWER COQUET,RIVER: Natural/semi-natural flowing fresh watercourse,COQUET,1664,2,NZ,10108,99455,NZ1010899455,410108,599455,GB103022076690,91.0,01/01/1995,15/11/2005,09/05/2006,2,False
NORTH EAST - NORTH EAST,LOWER COQUET,RIVER: Natural/semi-natural flowing fresh watercourse,HAZON BURN,1671,2,NU,20305,02918,NU2030502918,420305,602918,GB103022076690,127.0,01/01/1995,05/10/2005,23/09/2010,5,False
NORTH EAST - NORTH EAST,LOWER COQUET,RIVER: Natural/semi-natural flowing fresh watercourse,LONGDIKE BURN,1674,2,NZ,19256,99715,NZ1925699715,419256,599715,GB103022076550,132.0,01/01/1995,27/04/2005,05/10/2016,9,False
NORTH EAST - NORTH EAST,BLYTH (NORTHUMBRIA),RIVER: Natural/semi-natural flowing fresh watercourse,PONT,73068,2,NZ,16883,74164,NZ1688374164,416883,574164,GB103022076860,216.7,01/01/2000,08/05/2008,28/10/2008,2,False
NORTH EAST - NORTH EAST,GRETA,RIVER: Natural/semi-natural flowing fresh watercourse,GRETA,2004,2,NY,96705,12919,NY9670512919,396705,512919,GB103025072120,81.6,04/10/2012,24/04/2013,25/09/2013,2,False
NORTH EAST - NORTH EAST,LOWER SOUTH TYNE,RIVER: Natural/semi-natural flowing fresh watercourse,HALTWHISTLE BURN,1792,2,NY,71305,64240,NY7130564240,371305,564240,GB103023075570,77.0,01/01/1995,29/04/2013,26/09/2013,2,False
NORTH EAST - NORTH EAST,KYM,RIVER: Natural/semi-natural flowing fresh watercourse,STANLEY BURN,80042,2,NZ,12100,64150,NZ1210064150,412100,564150,GB103023075700,143.4,15/03/2013,16/04/2015,16/04/2015,1,False
NORTH EAST - NORTH EAST,LOWER COQUET,RIVER: Natural/semi-natural flowing fresh watercourse,LORDENSHAW BURN,82977,2,NZ,05755,98016,NZ0575598016,405755,598016,GB103022076540,34.1,04/10/2012,06/08/2002,31/08/2016,14,False
NORTH EAST - NORTH EAST,LOWER WEAR,RIVER: Natural/semi-natural flowing fresh watercourse,TWIZELL BURN,1844,2,NZ,25763,51660,NZ2576351660,425763,551660,GB103024077590,87.0,01/01/1995,13/03/2009,04/09/2017,10,False
NORTH EAST - NORTH EAST,NORTH NORTHUMBERLAND COAST,RIVER: Natural/semi-natural flowing fresh watercourse,WAREN BURN,2104,2,NU,14884,33508,NU1488433508,414884,633508,GB103022076440,158.0,01/01/1995,07/04/2015,07/04/2015,1,False
NORTH EAST - NORTH EAST,NORTH TYNE,RIVER: Natural/semi-natural flowing fresh watercourse,CRANECLEUGH BURN,145027,2,NY,66265,85651,NY6626585651,366265,585651,GB103023074970,30.4,04/10/2012,31/05/2007,20/09/2017,12,False
NORTH EAST - NORTH EAST,NORTH TYNE,RIVER: Natural/semi-natural flowing fresh watercourse,SWINBURN,1801,2,NY,92011,73297,NY9201173297,392011,573297,GB103023074890,165.0,01/01/1995,22/04/2008,24/09/2013,6,False
NORTH EAST - NORTH EAST,REDE,RIVER: Natural/semi-natural flowing fresh watercourse,COTTONSHOPE BURN,160571,1,NT,78025,01449,NT7802501449,378025,601449,GB103023075350,40.0,21/01/2014,13/04/2015,09/10/2017,3,False
NORTH EAST - NORTH EAST,REDE,RIVER: Natural/semi-natural flowing fresh watercourse,REDE,144467,2,NT,78482,00305,NT7848200305,378482,600305,GB103023075260,67.2,04/10/2012,01/04/2009,20/10/2015,8,False
NORTH EAST - NORTH EAST,REDE,RIVER: Natural/semi-natural flowing fresh watercourse,REDE,1810,2,NY,88800,92600,NY8880092600,388800,592600,GB103023075320,59.0,01/01/1995,01/04/2009,27/07/2009,2,False
NORTH EAST - NORTH EAST,SKERNE,RIVER: Natural/semi-natural flowing fresh watercourse,SKERNE,1977,2,NZ,28833,10278,NZ2883310278,428833,510278,GB103025072593,165.7,01/01/1995,09/05/2008,14/06/2013,8,False
NORTH EAST - NORTH EAST,TEES,RIVER: Natural/semi-natural flowing fresh watercourse,ARNGILL BURN,2017,2,NY,86000,21100,NY8600021100,386000,521100,GB103025072352,64.2,15/03/2013,22/04/2013,02/10/2013,2,False
NORTH EAST - NORTH EAST,TEES,RIVER: Natural/semi-natural flowing fresh watercourse,EGGLESTON BURN,2013,2,NY,98885,23996,NY9888523996,398885,523996,GB103025072490,40.2,01/01/1995,22/04/2013,02/10/2013,2,False
NORTH EAST - NORTH EAST,TEES,RIVER: Natural/semi-natural flowing fresh watercourse,ELLER BECK,2006,2,NZ,03112,11730,NZ0311211730,403112,511730,GB103025072070,64.4,04/10/2012,18/04/2013,08/04/2015,3,False
NORTH EAST - NORTH EAST,TEES,RIVER: Natural/semi-natural flowing fresh watercourse,HARWOOD BECK,154078,1,NY,85450,30105,NY8545030105,385450,530105,GB103025072471,76.5,04/10/2012,19/04/2013,09/09/2014,4,False
NORTH EAST - NORTH EAST,TEES,RIVER: Natural/semi-natural flowing fresh watercourse,LANGLEY BECK,1997,2,NZ,15643,17574,NZ1564317574,415643,517574,GB103025072200,151.0,01/01/1995,16/03/2009,17/09/2015,8,False
NORTH EAST - NORTH EAST,TEES,RIVER: Natural/semi-natural flowing fresh watercourse,LANGLEY BECK,1998,2,NZ,13145,20707,NZ1314520707,413145,520707,GB103025072310,165.7,15/03/2013,08/05/2014,02/09/2014,2,False
NORTH EAST - NORTH EAST,TEES,RIVER: Natural/semi-natural flowing fresh watercourse,SUDBURN BURN,2000,2,NZ,13695,20060,NZ1369520060,413695,520060,GB103025072270,240.0,21/03/2013,04/09/2014,17/09/2015,3,False
NORTH EAST - NORTH EAST,TEES,RIVER: Natural/semi-natural flowing fresh watercourse,WHITTON BECK,1947,2,NZ,38400,22200,NZ3840022200,438400,522200,GB103025072360,221.2,01/01/1995,15/05/2008,15/10/2008,2,False
NORTH EAST - NORTH EAST,TYNE,RIVER: Natural/semi-natural flowing fresh watercourse,ROWLEY BURN,160559,1,NY,94261,58695,NY9426158695,394261,558695,GB103023075591,36.0,21/01/2014,02/05/2013,09/09/2016,6,False
NORTH EAST - NORTH EAST,TYNE,RIVER: Natural/semi-natural flowing fresh watercourse,ROWLEY BURN,144469,2,NY,92499,58099,NY9249958099,392499,558099,GB103023075590,33.9,04/10/2012,19/03/2009,04/09/2013,6,False
NORTH EAST - NORTH EAST,UPPER COQUET,RIVER: Natural/semi-natural flowing fresh watercourse,BARROW BURN,154062,1,NT,91370,06066,NT9137006066,391370,606066,GB103022076650,53.5,04/10/2012,26/04/2010,23/09/2014,4,False
NORTH EAST - NORTH EAST,UPPER COQUET,RIVER: Natural/semi-natural flowing fresh watercourse,COQUET,1667,2,NT,92521,05556,NT9252105556,392521,605556,GB103022076691,61.0,01/01/1995,15/11/2005,09/09/2013,5,False
NORTH EAST - NORTH EAST,UPPER COQUET,RIVER: Natural/semi-natural flowing fresh watercourse,NETHERTON BURN,134622,2,NT,99220,07470,NT9922007470,399220,607470,GB103022076750,55.8,21/01/2014,01/11/2005,25/10/2006,3,False
NORTH EAST - NORTH EAST,UPPER SOUTH TYNE,RIVER: Natural/semi-natural flowing fresh watercourse,HAINING BURN,144468,2,NY,62464,59424,NY6246459424,362464,559424,GB103023075470,95.1,01/03/2011,31/03/2009,03/10/2017,10,False
NORTH EAST - NORTH EAST,UPPER SOUTH TYNE,RIVER: Natural/semi-natural flowing fresh watercourse,TIPALT BURN,1793,2,NY,69819,63165,NY6981963165,369819,563165,GB103023075580,71.0,01/01/1995,06/04/2016,26/09/2016,4,False
